92,122,34,0,83,0,2094000
92,122,34,0,86,0,93
92,119,33,0,86,0,172
92,116,33,0,86,0,156
92,113,33,0,86,0,141
92,110,33,0,87,0,156
92,107,33,0,87,0,125
92,104,33,0,87,0,94
92,101,34,0,87,0,94
92,98,35,0,88,0,94
92,97,37,0,88,0,62
92,95,38,0,88,0,47
92,93,39,0,89,0,94
92,93,40,0,89,0,15
92,92,40,0,89,0,0
91,89,42,0,89,0,125
91,89,43,0,89,0,32
91,86,45,0,87,0,93
91,85,46,0,87,0,32
91,83,47,0,87,0,78
91,82,49,0,87,0,31
91,80,50,0,87,0,47
91,78,52,0,87,0,78
91,77,52,0,87,0,16
91,75,55,0,87,0,78
91,74,55,0,87,0,0
91,74,55,0,86,0,15
91,71,57,0,84,0,94
91,71,58,0,84,0,0
92,70,59,0,83,0,31
92,68,60,0,82,0,63
92,68,61,0,82,0,0
92,67,62,0,80,0,62
93,65,63,0,78,0,32
93,65,63,0,77,0,15
93,65,64,0,77,0,16
93,64,64,0,74,0,31
94,63,65,0,71,0,47
94,62,66,0,69,0,31
94,62,66,0,68,0,16
94,62,67,0,68,0,31
95,61,67,0,68,0,16
95,59,69,0,68,0,125
95,59,70,0,68,0,31
95,56,72,0,68,0,109
96,56,73,0,68,0,47
96,53,75,0,68,0,94
97,53,76,0,69,0,47
97,50,78,0,70,0,140
97,50,79,0,70,0,32
97,50,79,0,71,0,0
97,47,81,0,72,0,281
97,47,82,0,73,0,62
97,47,82,0,74,0,32
97,46,83,0,77,0,390
97,45,83,0,80,0,1297
97,45,83,0,83,0,31
97,45,83,0,86,0,32
97,45,83,0,89,0,31
97,45,83,0,92,0,31
97,45,83,0,95,0,31
97,45,83,0,98,0,32
97,46,83,0,101,0,15
97,45,83,0,104,0,32
97,45,83,0,107,0,46
97,45,83,0,110,0,32
97,45,83,0,113,0,31
97,45,83,0,116,0,16
97,45,83,0,119,0,31
97,45,83,0,122,0,31
97,45,83,0,125,0,47
97,45,83,0,128,0,31
97,45,83,0,131,0,31
97,45,83,0,134,0,32
97,45,83,0,137,0,31
97,45,83,0,140,0,31
97,45,83,0,143,0,31
97,45,83,0,146,0,47
97,45,83,0,149,0,47
97,45,83,0,152,0,63
97,45,83,0,155,0,47
96,49,79,0,154,0,2140
96,50,78,0,154,0,47
95,51,76,0,153,0,94
95,51,76,0,152,0,0
95,53,75,0,151,0,62
95,53,74,0,149,0,47
95,54,73,0,148,0,47
95,55,73,0,146,0,31
95,56,72,0,146,0,16
95,57,70,0,144,0,94
95,58,69,0,143,0,62
95,59,69,0,143,0,0
94,60,67,0,142,0,63
94,62,66,0,141,0,47
94,62,66,0,140,0,0
94,63,64,0,139,0,46
94,64,63,0,137,0,47
94,65,63,0,137,0,0
94,66,62,0,134,0,47
94,66,61,0,134,0,16
94,68,60,0,133,0,31
94,68,60,0,131,0,16
94,70,58,0,130,0,47
94,71,58,0,129,0,31
94,71,58,0,128,0,15
94,73,55,0,126,0,63
94,73,55,0,125,0,31
94,74,55,0,125,0,0
94,76,53,0,122,0,63
94,77,53,0,122,0,31
94,77,52,0,122,0,0
94,78,51,0,119,0,62
94,80,50,0,118,0,47
94,80,49,0,118,0,16
94,81,48,0,116,0,47
94,83,47,0,115,0,31
94,83,46,0,114,0,31
94,83,46,0,113,0,0
94,85,45,0,110,0,63
94,86,45,0,110,0,15
94,87,43,0,108,0,47
94,87,43,0,107,0,16
94,89,42,0,106,0,47
94,90,40,0,105,0,62
94,91,40,0,104,0,16
94,92,39,0,103,0,31
94,93,38,0,101,0,47
94,94,37,0,100,0,31
94,95,37,0,99,0,16
94,95,37,0,98,0,16
94,97,35,0,95,0,93
94,97,34,0,95,0,16
94,98,34,0,95,0,16
93,100,31,0,95,0,140
93,101,31,0,95,0,0
93,103,29,0,92,0,141
93,104,29,0,92,0,31
93,104,28,0,92,0,0
92,105,27,0,90,0,94
92,105,27,0,89,0,0
92,107,26,0,87,0,94
92,107,25,0,87,0,0
92,108,25,0,86,0,62
92,109,23,0,83,0,78
92,110,23,0,83,0,31
92,110,22,0,83,0,32
92,113,21,0,81,0,203
92,113,21,0,80,0,0
92,116,20,0,79,0,234
92,118,19,0,79,0,172
92,119,20,0,79,0,0
92,122,19,0,78,0,125
92,125,18,0,78,0,141
92,128,18,0,79,0,156
92,131,20,0,82,0,203
92,131,20,0,83,0,47
92,134,21,0,84,0,156
92,134,21,0,86,0,125
92,135,22,0,86,0,110
92,137,21,0,88,0,1421
92,134,23,0,88,0,610
92,133,24,0,89,0,78
92,133,25,0,88,0,0
92,131,26,0,89,0,109
92,130,28,0,88,0,63
92,128,29,0,88,0,109
92,128,31,0,88,0,110
92,125,33,0,88,0,171
92,125,34,0,88,0,735
92,122,36,0,88,0,187
92,122,37,0,88,0,641
93,122,36,0,92,0,1609
93,122,36,0,95,0,47
93,122,36,0,98,0,47
93,122,36,0,101,0,47
93,122,36,0,104,0,16
93,122,37,0,107,0,31
93,122,37,0,110,0,31
92,122,37,0,113,0,31
93,121,37,0,116,0,16
93,121,37,0,119,0,31
93,121,37,0,122,0,31
93,121,37,0,125,0,16
92,121,37,0,128,0,47
92,121,37,0,131,0,31
93,121,37,0,134,0,31
93,121,37,0,137,0,32
93,121,37,0,140,0,47
92,121,37,0,143,0,46
93,121,37,0,146,0,47
93,121,37,0,149,0,32
92,121,37,0,152,0,46
93,121,37,0,155,0,63
92,121,37,0,152,0,1484
93,121,37,0,149,0,63
93,121,37,0,146,0,47
92,121,37,0,143,0,47
93,121,37,0,140,0,46
93,121,37,0,137,0,32
92,121,37,0,134,0,31
92,121,37,0,131,0,16
93,121,37,0,128,0,31
92,121,37,0,125,0,31
92,121,37,0,122,0,31
92,121,38,0,119,0,47
92,120,38,0,116,0,31
93,120,38,0,113,0,32
92,120,38,0,110,0,47
92,120,38,0,107,0,31
92,120,38,0,104,0,47
92,120,38,0,101,0,47
92,120,38,0,98,0,46
92,121,38,0,95,0,32
93,121,38,0,92,0,31
93,121,37,0,89,0,31
93,121,37,0,86,0,78
